207.021004,0.000000,0.000000
209.022316,2.432143,1.235527
211.023629,4.864286,1.235527
213.024941,8.917858,2.223948
215.026254,25.942861,8.401583
217.027566,51.075007,12.355269
219.028878,88.367870,19.027114
221.030191,153.225022,32.370805
223.031503,242.403606,44.478969
225.032816,372.928625,65.235821
227.034128,535.882220,81.297670
229.035440,730.453676,97.359520
231.036753,970.425139,120.093215
233.038065,1245.257321,137.390592
235.039378,1563.057367,158.641655
237.040690,1927.068134,181.869560
239.042002,2331.614620,202.132202
241.043315,2789.668257,229.066688
243.044627,3285.825471,247.846697
245.045940,3827.382692,270.580392
247.047252,4413.529204,292.819876
249.048564,5036.968580,311.599885
251.049877,5714.725820,338.534372
253.051189,6432.208065,358.797013
255.052502,7212.115320,389.685186
257.053814,8055.258298,421.314675
259.055126,8946.233426,445.036791
261.056439,9902.876420,478.148912
263.057751,10908.972993,502.612345
265.059064,11983.169576,536.465782
267.060376,13120.601882,568.342376
269.061688,14313.162767,596.018179
271.063001,15577.066520,631.354248
273.064313,16899.341710,660.512683
275.065626,18285.663337,692.883488
277.066938,19735.220688,724.265872
279.068250,21243.149476,753.424307
281.069563,22824.853274,790.243008
283.070875,24465.739224,819.895654
285.072188,26178.778755,856.220145
287.073500,27962.350439,891.062004
289.074812,29814.022134,925.162546
291.076125,31762.979556,974.089412
293.077437,33789.765561,1012.390746
295.078750,35914.648009,1061.811822
297.080062,38136.816184,1110.491582
299.081374,40443.298658,1152.499497
301.082687,42860.038291,1207.356892
303.083999,45358.660077,1248.376385
305.085312,47955.378307,1297.797461
307.086624,50653.435837,1348.206959
309.087936,53438.239808,1391.450400
311.089249,56335.733081,1447.543322
313.090561,59320.783509,1491.775185
315.091874,62414.469667,1545.891264
317.093186,65617.602269,1600.501553
319.094498,68920.452743,1649.922629
321.095811,72364.367523,1720.841873
323.097123,75919.350175,1776.440584
325.098436,79607.289990,1842.664826
327.099748,83426.565538,1908.147752
329.101060,87363.394674,1967.453044
331.102373,91474.527406,2054.187032
333.103685,95710.510157,2116.457588
335.104998,100116.742932,2201.956050
337.106310,104704.575733,2292.149514
339.107622,109435.904983,2364.551391
341.108935,114379.641406,2470.065388
343.110247,119468.495708,2542.714370
345.111560,124737.328606,2632.907835
347.112872,130188.572245,2723.842615
349.114184,135806.012337,2806.870023
351.115497,141669.909606,2930.175608
353.116809,147727.567618,3026.793812
355.118122,154084.379244,3176.292567
357.119434,160846.548071,3379.166085
359.120746,167979.213380,3564.000910
361.122059,175515.614461,3765.391796
363.123371,183299.283435,3889.438697
365.124684,191429.938172,4062.659569
367.125996,199910.821532,4237.610179
369.127308,208657.619215,4370.305768
371.128621,217813.827671,4575.156129
373.129933,227214.061162,4696.979082
375.131246,236926.419698,4853.396788
377.132558,246947.660421,5007.343441
379.133870,257207.251179,5126.201129
381.135183,267825.988416,5306.093846
383.136495,278666.861399,5416.797057
385.137808,289798.780853,5562.589232
387.139120,301234.718208,5714.064830
389.140432,312913.869883,5835.887783
391.141745,324973.246613,6025.664716
393.143057,337261.244804,6140.074507
395.144370,349845.153752,6287.349314
397.145682,362720.109170,6433.388594
399.146994,375829.361050,6550.269440
401.148307,389315.595128,6738.563740
403.149619,403047.475669,6861.375114
405.150932,417131.206260,7037.314145
407.152244,431551.383329,7205.592910
409.153556,446235.042578,7336.805867
411.154869,461294.873309,7524.853062
413.156181,476598.729076,7646.923120
415.157494,492219.574173,7805.317670
417.158806,508152.544316,7961.241165
419.160118,524340.078781,8088.253331
421.161431,540893.245441,8271.358418
423.162743,557697.733565,8396.640846
425.164056,574812.725306,8551.823026
427.165368,592226.870661,8701.568887
429.166680,609891.526766,8826.604209
431.167993,627898.304349,8997.601133
433.169305,646143.431966,9116.705927
435.170618,664682.848911,9263.486523
437.171930,683495.476609,9400.382904
439.173242,702550.507914,9520.970330
441.174555,721924.960693,9680.847511
443.175867,741513.442074,9787.597036
445.177180,761374.323494,9924.246312
447.178492,781496.254952,10054.223742
449.179804,801837.890013,10163.938531
451.181117,822471.382258,10309.977811
453.182429,843316.470962,10415.491809
455.183742,864421.798989,10546.210556
457.185054,885771.962766,10668.033509
459.186366,907327.237286,10770.335136
461.187679,929158.154703,10908.714150
463.188991,951192.561435,11010.027356
465.190304,973479.911061,11136.298206
467.191616,996015.339293,11260.345107
469.192928,1018786.685417,11378.461479
471.194241,1041884.749444,11541.551030
473.195553,1065199.274217,11649.783187
475.196866,1088769.174026,11777.289564
477.198178,1112583.909585,11899.606727
479.199490,1136596.459458,11998.201774
481.200803,1160858.709366,12123.237097
483.202115,1185296.884300,12211.206613
485.203428,1209930.441405,12308.566133
487.204740,1234749.652108,12401.724862
489.206052,1259735.869977,12484.752270
491.207365,1284923.145019,12585.077054
